-0.08531952,1.437004,0.4943465,0
0.3003902,1.435017,0.4777126,114688
0.2787392,1.662497,0.5390734,42879872
-0.1619036,1.478026,0.6001712,53604864
0.2917972,1.2838,0.6564244,66114560
-0.1426983,1.202581,0.5330354,79516672
0.05477381,1.630661,0.6447591,91700480
0.1051528,1.160943,0.6984367,103970944
0.3987265,0.9961305,0.6471284,117051264
0.4924681,1.636384,0.4536256,131010816
0.5159729,1.144248,0.5380946,142627456
0.7718148,0.9666125,0.196472,155472128
0.7171474,1.575363,0.1902891,167317120
0.8080559,1.24983,0.1513846,180156800
0.8701928,0.8285878,-0.3536724,191667200
0.684552,0.6694896,-0.08664727,204618368
0.9308493,1.380685,-0.3742535,216573184
0.6335077,1.208643,0.2761067,229308160
0.5939119,1.629881,0.2610391,242152960
-0.001733541,1.557186,0.3677398,255443840
0.1566405,1.187055,0.3318819,267518464
-0.2338531,1.195491,0.3191791,280574208
-0.3126953,0.9341819,0.4035363,293650048
-0.7233727,1.234121,0.2064399,304930304
-0.1767354,1.349003,0.7261889,316883968
-0.4874249,1.645209,0.5031239,330616192
-0.1782281,1.623817,0.5911533,342019328
-0.3280406,1.368793,0.4610611,354636032
0.06030321,1.20747,0.5902986,366478464
-0.4457731,1.21201,0.2494868,383566336
0.2675488,1.041913,0.4114041,397642752
0.03147912,1.38805,0.4064668,410381440
0.4916348,1.454937,0.5072168,422661504
0.1242502,1.265934,0.3528761,434836736
0.4974692,1.263705,0.3870454,434937088
0.4835033,1.358557,0.5619305,446787200
0.9195435,1.314068,0.4313104,446902528
0.05180097,1.507732,0.715773,459521792
0.3605187,1.469605,0.7756742,459637376
-0.2715229,1.278258,0.2878307,473152768
-0.07468939,1.275377,0.4244084,473253248
0.1828539,1.035525,0.636108,485877632
-0.1281266,1.034616,0.5304057,486007296
0.2166455,1.329988,0.3007622,497498496
0.4805241,1.279205,0.2599151,497593856
0.4070773,1.446093,0.5918454,509337984
0.7295604,1.35294,0.2517194,509473408
0.4863811,1.349312,0.2641686,522301312
0.7658253,1.287596,-0.04898262,522405632
0.7801061,1.488049,0.1172473,536154496
0.4921176,1.257065,0.3634753,547764480
0.9037292,1.405064,0.448168,560056064
0.446172,1.332486,0.6646028,572446848
0.2968385,1.074517,0.7398916,585185024
-0.1667948,1.525238,0.6621909,597806720
-0.34847,1.102757,0.4628392,610430720
-0.1677072,1.055236,0.6621221,622505088
-0.520097,1.540321,0.2089099,635225216
-0.4230317,1.532437,0.4889466,648175872
-0.6219976,0.9555125,0.02687204,660251648
-0.4880005,0.9954268,0.3488721,672651264
-0.6791897,1.501678,-0.1732548,685492352
-0.7504854,1.223941,0.1651618,698007168
-0.5555484,1.139446,-0.4700084,709732352
-0.5966638,0.8701735,-0.005521417,722131968
