-0.1718299,1.637354,0.3172884,16977374
0.1640444,1.613491,0.284198,26806181
-0.5405477,1.609942,0.07938337,35851744
-0.8041009,1.616194,-0.2260288,44009982
0.4180872,1.560024,0.1351173,57748379
0.6730328,1.593213,-0.1540924,66009811
-0.1564465,2.215637,0.04311037,79202776
0.1265385,2.187207,0.002095819,86453547
0.186547,1.78362,0.1941733,93604275
0.209888,1.297083,0.2605639,98628595
0.1715105,0.7682807,-0.1001824,105558581
0.5444474,0.978785,-0.2449963,112480508
0.7514663,1.469803,-0.361748,117726235
0.629009,1.985901,-0.3662211,122870288
0.3810198,2.238303,-0.340449,127114594
-0.142092,2.249231,-0.0316689,138621219
0.1264892,2.24748,-0.07962143,138731772
-0.1010284,1.928602,0.2430022,146660613
0.1766734,1.892469,0.2125435,146771166
-0.1271238,0.9023457,0.08466947,155821857
0.1824253,0.8771257,-0.005186439,155932147
-0.2888585,0.8361108,0.01527965,165105008
-0.5408264,0.9162169,0.02266109,167889130
-0.8009208,1.148962,-0.008018255,170690301
-0.9154258,1.467274,-0.07729697,173586677
-0.9128475,1.518171,-0.08288431,178392242
-0.9166299,1.513336,-0.08666372,182305907
-0.9147635,1.515791,-0.08771563,186314630
-0.9131103,1.518343,-0.08275568,189672468
-0.9009658,1.589942,-0.419399,198164448
-0.4090816,1.577874,-1.101667,210224751
